model,domain_id,question_id,run_number,codex,claude,deepseek
deepseek-v4-flash,4,644,2,1.55,1.55,1.55
deepseek-v4-flash,4,644,3,1.55,1.55,1.55
gemma-4-12b-it-q8_0-llamacpp-a6000,4,644,1,2.0,2.0,5.0
gemma-4-12b-it-q8_0-llamacpp-a6000,4,644,2,2.0,2.0,4.35
gemma-4-12b-it-q8_0-llamacpp-a6000,4,644,3,2.0,2.35,3.75
gemma-4-31b-it,4,644,1,2.0,2.0,2.0
gemma-4-31b-it,4,644,2,1.55,1.55,1.55
gemma-4-31b-it,4,644,3,1.55,1.55,1.55
glm-5.1,4,644,1,1.55,1.55,1.55
glm-5.1,4,644,2,1.55,1.55,1.55
glm-5.1,4,644,3,1.55,1.55,1.55
hermes-3-llama-3.1-405b,4,644,1,2.4,2.6,2.6
hermes-3-llama-3.1-405b,4,644,2,1.55,1.55,1.55
hermes-3-llama-3.1-405b,4,644,3,2.8,2.6,2.8
llada2.1-flash,4,644,1,1.55,1.55,1.55
llada2.1-flash,4,644,2,1.55,1.55,1.55
llada2.1-flash,4,644,3,2.0,2.0,2.0
llama-3.3-70b-instruct,4,644,1,1.55,1.55,1.55
llama-3.3-70b-instruct,4,644,2,1.55,1.55,1.55
llama-3.3-70b-instruct,4,644,3,1.55,1.55,1.55
llama4-maverick-17b-128e-moe,4,644,1,1.55,1.55,1.55
llama4-maverick-17b-128e-moe,4,644,2,1.55,1.55,1.55
llama4-maverick-17b-128e-moe,4,644,3,1.55,1.55,1.55
mistral-medium-3.5,4,644,1,1.55,1.55,1.55
mistral-medium-3.5,4,644,2,1.55,1.55,1.55
mistral-medium-3.5,4,644,3,1.55,1.55,1.55
qwen3.5-122b-a10b,4,644,1,1.55,1.55,1.55
qwen3.5-122b-a10b,4,644,2,1.55,1.55,1.55
qwen3.5-122b-a10b,4,644,3,1.55,1.55,1.55
qwen3.5-397b-a17b-moe,4,644,1,1.55,1.55,1.55
qwen3.5-397b-a17b-moe,4,644,2,1.55,1.55,1.55
qwen3.5-397b-a17b-moe,4,644,3,1.55,1.55,1.55
qwen3.5-9b,4,644,1,1.55,1.55,1.55
qwen3.5-9b,4,644,2,1.55,1.55,1.55
qwen3.5-9b,4,644,3,1.55,1.55,1.55
qwen3.6-27b-fp8,4,644,1,1.55,1.55,1.55
qwen3.6-27b-fp8,4,644,2,1.55,1.55,1.55
qwen3.6-27b-fp8,4,644,3,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,4,644,1,1.55,1.55,1.55
qwen3.6-35b-a3b-q8_0,4,644,2,1.55,1.55,1.55
qwen3.6-35b-a3b-q8_0,4,644,3,1.55,1.55,1.55
command-a-03-2025,4,645,1,1.55,1.55,1.55
command-a-03-2025,4,645,2,1.55,1.55,1.55
command-a-03-2025,4,645,3,2.7,2.7,2.7
deepseek-v4-flash,4,645,1,1.55,1.55,1.55
deepseek-v4-flash,4,645,2,1.55,1.55,1.55
deepseek-v4-flash,4,645,3,2.0,2.0,1.75
gemma-4-12b-it-q8_0-llamacpp-a6000,4,645,1,2.7,2.7,3.55
gemma-4-12b-it-q8_0-llamacpp-a6000,4,645,2,1.55,1.55,3.75
gemma-4-12b-it-q8_0-llamacpp-a6000,4,645,3,1.55,1.55,3.75
gemma-4-31b-it,4,645,1,2.0,2.7,2.7
gemma-4-31b-it,4,645,2,1.55,1.55,1.55
gemma-4-31b-it,4,645,3,2.7,2.7,2.7
glm-5.1,4,645,1,1.55,1.55,1.55
glm-5.1,4,645,2,1.55,1.55,1.55
glm-5.1,4,645,3,1.55,1.55,1.55
hermes-3-llama-3.1-405b,4,645,1,1.55,1.55,1.55
hermes-3-llama-3.1-405b,4,645,2,3.75,4.0,3.6
hermes-3-llama-3.1-405b,4,645,3,1.55,1.55,1.55
llada2.1-flash,4,645,1,2.0,2.0,2.0
llada2.1-flash,4,645,2,2.0,2.0,2.0
llada2.1-flash,4,645,3,1.55,1.55,1.55
llama-3.3-70b-instruct,4,645,1,4.0,3.8,4.0
llama-3.3-70b-instruct,4,645,2,2.0,2.0,2.0
llama-3.3-70b-instruct,4,645,3,1.55,1.55,1.55
llama4-maverick-17b-128e-moe,4,645,1,4.0,4.0,4.0
llama4-maverick-17b-128e-moe,4,645,2,2.7,2.7,2.7
llama4-maverick-17b-128e-moe,4,645,3,3.75,3.75,4.0
mistral-medium-3.5,4,645,1,1.55,1.55,1.55
mistral-medium-3.5,4,645,2,1.55,1.55,1.55
mistral-medium-3.5,4,645,3,1.55,1.55,1.55
qwen3.5-122b-a10b,4,645,1,2.0,2.0,2.0
qwen3.5-122b-a10b,4,645,2,1.55,1.55,1.55
qwen3.5-122b-a10b,4,645,3,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,4,645,1,1.55,1.55,1.55
qwen3.5-397b-a17b-moe,4,645,2,1.55,1.55,1.55
qwen3.5-397b-a17b-moe,4,645,3,1.55,1.55,1.55
qwen3.5-9b,4,645,1,1.55,1.55,1.55
qwen3.5-9b,4,645,2,2.0,2.0,2.0
qwen3.5-9b,4,645,3,1.75,1.75,2.1
qwen3.6-27b-fp8,4,645,1,2.0,2.0,2.0
qwen3.6-27b-fp8,4,645,2,2.35,2.7,2.35
qwen3.6-27b-fp8,4,645,3,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,4,645,1,1.55,1.55,1.55
qwen3.6-35b-a3b-q8_0,4,645,2,1.55,1.55,1.55
qwen3.6-35b-a3b-q8_0,4,645,3,2.0,2.0,2.0
command-a-03-2025,4,646,1,2.7,2.35,2.7
command-a-03-2025,4,646,2,2.0,2.7,2.7
command-a-03-2025,4,646,3,2.35,2.0,2.35
deepseek-v4-flash,4,646,1,2.0,2.0,2.0
deepseek-v4-flash,4,646,2,2.0,2.0,2.0
deepseek-v4-flash,4,646,3,1.55,1.55,1.55
gemma-4-12b-it-q8_0-llamacpp-a6000,4,646,1,2.25,2.1,2.7
gemma-4-12b-it-q8_0-llamacpp-a6000,4,646,2,2.0,2.35,2.95
gemma-4-12b-it-q8_0-llamacpp-a6000,4,646,3,2.0,2.0,3.3
gemma-4-31b-it,4,646,1,2.0,2.7,2.7
gemma-4-31b-it,4,646,2,2.35,2.35,2.7
gemma-4-31b-it,4,646,3,2.0,2.7,2.7
glm-5.1,4,646,1,2.0,2.7,2.7
glm-5.1,4,646,2,2.0,2.0,2.0
glm-5.1,4,646,3,2.0,2.7,2.35
hermes-3-llama-3.1-405b,4,646,1,2.7,2.7,2.7
hermes-3-llama-3.1-405b,4,646,2,3.55,3.8,3.8
hermes-3-llama-3.1-405b,4,646,3,2.7,2.7,2.7
llada2.1-flash,4,646,1,2.0,2.35,2.7
llada2.1-flash,4,646,2,2.6,2.6,2.6
llada2.1-flash,4,646,3,2.35,2.0,2.7
llama-3.3-70b-instruct,4,646,1,2.7,2.7,2.7
llama-3.3-70b-instruct,4,646,2,2.0,2.0,2.0
llama-3.3-70b-instruct,4,646,3,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,4,646,1,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,4,646,2,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,4,646,3,2.7,2.7,2.7
mistral-medium-3.5,4,646,1,1.55,1.55,1.55
mistral-medium-3.5,4,646,2,1.55,1.55,1.55
mistral-medium-3.5,4,646,3,2.0,2.0,2.0
qwen3.5-122b-a10b,4,646,1,2.0,2.0,2.0
qwen3.5-122b-a10b,4,646,2,1.55,1.55,1.55
qwen3.5-122b-a10b,4,646,3,1.55,1.55,1.55
qwen3.5-397b-a17b-moe,4,646,1,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,4,646,2,1.55,1.55,1.55
qwen3.5-397b-a17b-moe,4,646,3,2.0,2.0,2.0
qwen3.5-9b,4,646,1,2.0,2.35,2.35
qwen3.5-9b,4,646,2,1.75,2.0,2.0
qwen3.5-9b,4,646,3,1.55,1.55,1.55
qwen3.6-27b-fp8,4,646,1,2.35,2.35,2.35
qwen3.6-27b-fp8,4,646,2,1.55,1.55,1.55
qwen3.6-27b-fp8,4,646,3,1.55,1.55,1.55
qwen3.6-35b-a3b-q8_0,4,646,1,2.35,2.35,2.7
qwen3.6-35b-a3b-q8_0,4,646,2,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,4,646,3,2.0,2.0,2.0
command-a-03-2025,4,647,1,2.35,2.7,2.35
command-a-03-2025,4,647,2,2.25,1.55,2.25
command-a-03-2025,4,647,3,1.55,1.55,1.55
deepseek-v4-flash,4,647,1,1.55,1.55,1.55
deepseek-v4-flash,4,647,2,1.55,1.55,1.55
deepseek-v4-flash,4,647,3,1.55,1.55,1.55
gemma-4-12b-it-q8_0-llamacpp-a6000,4,647,1,2.25,1.9,2.95
gemma-4-12b-it-q8_0-llamacpp-a6000,4,647,2,2.35,2.35,2.55
gemma-4-12b-it-q8_0-llamacpp-a6000,4,647,3,2.7,2.7,3.75
gemma-4-31b-it,4,647,1,1.55,1.9,1.9
gemma-4-31b-it,4,647,2,2.35,2.35,2.35
gemma-4-31b-it,4,647,3,1.55,1.55,1.55
glm-5.1,4,647,1,1.55,1.55,1.55
glm-5.1,4,647,2,2.35,2.7,2.35
glm-5.1,4,647,3,2.25,2.25,1.9
hermes-3-llama-3.1-405b,4,647,1,4.0,3.8,4.0
hermes-3-llama-3.1-405b,4,647,2,2.0,2.0,2.0
hermes-3-llama-3.1-405b,4,647,3,2.25,2.25,2.25
llada2.1-flash,4,647,1,1.55,1.55,1.55
llada2.1-flash,4,647,2,2.0,2.0,2.0
llada2.1-flash,4,647,3,1.55,1.55,1.55
llama-3.3-70b-instruct,4,647,1,2.0,2.0,2.0
llama-3.3-70b-instruct,4,647,2,2.0,2.0,1.75
llama-3.3-70b-instruct,4,647,3,4.0,3.8,3.8
llama4-maverick-17b-128e-moe,4,647,1,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,4,647,2,2.7,2.35,2.7
llama4-maverick-17b-128e-moe,4,647,3,1.55,1.55,1.55
mistral-medium-3.5,4,647,1,1.55,1.55,1.55
mistral-medium-3.5,4,647,2,1.55,1.55,1.55
mistral-medium-3.5,4,647,3,2.0,2.7,2.7
qwen3.5-122b-a10b,4,647,1,1.55,1.55,1.55
qwen3.5-122b-a10b,4,647,2,1.55,1.55,1.55
qwen3.5-122b-a10b,4,647,3,1.55,1.55,1.55
qwen3.5-397b-a17b-moe,4,647,1,2.7,2.7,2.7
qwen3.5-397b-a17b-moe,4,647,2,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,4,647,3,2.7,2.35,2.35
qwen3.5-9b,4,647,1,1.55,1.55,1.55
qwen3.5-9b,4,647,2,2.0,2.0,2.0
qwen3.5-9b,4,647,3,1.55,1.55,1.55
qwen3.6-27b-fp8,4,647,1,1.55,1.55,1.55
qwen3.6-27b-fp8,4,647,2,1.55,1.55,1.55
qwen3.6-27b-fp8,4,647,3,1.55,1.55,1.55
qwen3.6-35b-a3b-q8_0,4,647,1,1.55,1.55,1.55
qwen3.6-35b-a3b-q8_0,4,647,2,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,4,647,3,2.0,2.0,2.0
command-a-03-2025,5,648,1,2.85,2.5,2.3
command-a-03-2025,5,648,2,2.85,2.5,2.85
command-a-03-2025,5,648,3,2.85,2.3,2.5
deepseek-v4-flash,5,648,1,2.85,2.85,2.3
deepseek-v4-flash,5,648,2,1.75,2.85,2.85
deepseek-v4-flash,5,648,3,2.85,2.85,2.85
gemma-4-12b-it-q8_0-llamacpp-a6000,5,648,1,2.85,2.85,4.75
gemma-4-12b-it-q8_0-llamacpp-a6000,5,648,2,1.75,1.75,2.75
gemma-4-12b-it-q8_0-llamacpp-a6000,5,648,3,2.85,2.85,4.75
gemma-4-31b-it,5,648,1,3.25,2.85,3.25
gemma-4-31b-it,5,648,2,3.05,3.05,3.25
gemma-4-31b-it,5,648,3,2.85,2.85,2.85
glm-5.1,5,648,1,2.85,2.85,2.85
glm-5.1,5,648,2,2.85,2.85,2.85
glm-5.1,5,648,3,2.15,2.15,2.15
hermes-3-llama-3.1-405b,5,648,1,2.85,2.3,2.85
hermes-3-llama-3.1-405b,5,648,2,2.85,2.65,2.85
hermes-3-llama-3.1-405b,5,648,3,2.85,2.5,2.85
llada2.1-flash,5,648,1,2.85,2.3,2.3
llada2.1-flash,5,648,2,2.5,2.3,2.5
llada2.1-flash,5,648,3,2.3,1.95,2.3
llama-3.3-70b-instruct,5,648,1,2.3,2.3,2.3
llama-3.3-70b-instruct,5,648,2,2.3,1.95,2.3
llama-3.3-70b-instruct,5,648,3,2.3,2.3,2.5
llama4-maverick-17b-128e-moe,5,648,1,2.3,2.3,2.3
llama4-maverick-17b-128e-moe,5,648,2,2.3,2.3,2.3
llama4-maverick-17b-128e-moe,5,648,3,2.85,1.95,2.3
mistral-medium-3.5,5,648,1,2.5,2.5,2.5
mistral-medium-3.5,5,648,2,2.85,2.3,2.3
mistral-medium-3.5,5,648,3,2.85,2.5,2.5
qwen3.5-122b-a10b,5,648,1,2.85,2.85,2.85
qwen3.5-122b-a10b,5,648,2,2.85,2.85,3.05
qwen3.5-122b-a10b,5,648,3,2.85,1.95,2.3
qwen3.5-397b-a17b-moe,5,648,1,2.85,2.85,2.85
qwen3.5-397b-a17b-moe,5,648,2,2.85,2.85,2.85
qwen3.5-397b-a17b-moe,5,648,3,2.85,2.85,2.5
qwen3.5-9b,5,648,1,2.15,1.95,1.95
qwen3.5-9b,5,648,2,2.85,2.85,2.3
qwen3.5-9b,5,648,3,2.5,2.3,2.5
qwen3.6-27b-fp8,5,648,1,3.1,2.75,2.75
qwen3.6-27b-fp8,5,648,2,2.85,2.5,2.5
qwen3.6-27b-fp8,5,648,3,2.85,2.85,2.5
qwen3.6-35b-a3b-q8_0,5,648,1,2.85,2.85,2.85
qwen3.6-35b-a3b-q8_0,5,648,2,2.85,2.85,2.85
qwen3.6-35b-a3b-q8_0,5,648,3,2.85,2.5,2.85
command-a-03-2025,5,649,1,2.7,2.5,2.5
command-a-03-2025,5,649,2,2.85,2.3,2.3
command-a-03-2025,5,649,3,2.15,1.95,2.15
deepseek-v4-flash,5,649,1,2.15,2.15,1.75
deepseek-v4-flash,5,649,2,1.75,2.15,1.95
deepseek-v4-flash,5,649,3,1.75,2.85,2.5
gemma-4-12b-it-q8_0-llamacpp-a6000,5,649,1,1.75,1.75,3.75
gemma-4-12b-it-q8_0-llamacpp-a6000,5,649,2,1.75,2.85,2.55
gemma-4-12b-it-q8_0-llamacpp-a6000,5,649,3,3.1,3.1,2.95
gemma-4-31b-it,5,649,1,2.85,2.85,2.85
gemma-4-31b-it,5,649,2,2.85,2.85,2.3
gemma-4-31b-it,5,649,3,1.75,1.75,2.85
glm-5.1,5,649,1,2.15,2.15,2.15
glm-5.1,5,649,2,2.15,2.15,2.15
glm-5.1,5,649,3,2.15,2.15,1.95
hermes-3-llama-3.1-405b,5,649,1,2.85,2.5,2.85
hermes-3-llama-3.1-405b,5,649,2,2.85,2.3,2.3
hermes-3-llama-3.1-405b,5,649,3,1.75,2.5,2.5
llada2.1-flash,5,649,1,3.05,2.5,2.5
llada2.1-flash,5,649,2,3.05,2.5,2.5
llada2.1-flash,5,649,3,2.85,2.3,2.3
llama-3.3-70b-instruct,5,649,1,3.05,2.5,2.7
llama-3.3-70b-instruct,5,649,2,3.05,2.5,2.5
llama-3.3-70b-instruct,5,649,3,3.05,2.3,2.3
llama4-maverick-17b-128e-moe,5,649,1,2.3,2.85,2.5
llama4-maverick-17b-128e-moe,5,649,2,3.05,2.7,2.3
llama4-maverick-17b-128e-moe,5,649,3,2.85,3.05,2.5
mistral-medium-3.5,5,649,1,2.15,2.15,2.15
mistral-medium-3.5,5,649,2,2.15,2.15,2.15
mistral-medium-3.5,5,649,3,2.15,2.15,2.15
qwen3.5-122b-a10b,5,649,1,2.85,2.85,2.3
qwen3.5-122b-a10b,5,649,2,2.15,2.15,2.15
qwen3.5-122b-a10b,5,649,3,2.85,2.85,2.3
qwen3.5-397b-a17b-moe,5,649,1,2.15,2.15,1.95
qwen3.5-397b-a17b-moe,5,649,2,1.75,2.15,2.15
qwen3.5-397b-a17b-moe,5,649,3,2.15,2.15,1.95
qwen3.5-9b,5,649,1,1.75,2.3,2.5
qwen3.5-9b,5,649,2,1.75,2.5,2.5
qwen3.5-9b,5,649,3,1.95,1.95,1.95
qwen3.6-27b-fp8,5,649,1,2.85,2.85,2.5
qwen3.6-27b-fp8,5,649,2,2.85,2.85,2.5
qwen3.6-27b-fp8,5,649,3,1.75,1.75,1.75
qwen3.6-35b-a3b-q8_0,5,649,1,1.75,2.15,2.15
qwen3.6-35b-a3b-q8_0,5,649,2,2.85,2.5,2.5
qwen3.6-35b-a3b-q8_0,5,649,3,2.85,2.3,2.5
command-a-03-2025,5,650,1,2.85,2.85,2.5
command-a-03-2025,5,650,2,2.15,2.85,2.5
command-a-03-2025,5,650,3,1.75,2.5,2.85
deepseek-v4-flash,5,650,1,2.5,2.85,2.5
deepseek-v4-flash,5,650,2,2.85,2.85,2.3
deepseek-v4-flash,5,650,3,2.85,2.85,2.85
gemma-4-12b-it-q8_0-llamacpp-a6000,5,650,1,2.85,2.85,2.55
gemma-4-12b-it-q8_0-llamacpp-a6000,5,650,2,1.95,2.5,3.75
gemma-4-12b-it-q8_0-llamacpp-a6000,5,650,3,2.5,2.3,2.75
gemma-4-31b-it,5,650,1,3.05,3.25,2.85
gemma-4-31b-it,5,650,2,2.85,2.85,2.85
gemma-4-31b-it,5,650,3,3.05,2.7,2.7
glm-5.1,5,650,1,2.85,2.85,2.85
glm-5.1,5,650,2,2.85,2.85,2.85
glm-5.1,5,650,3,2.85,2.85,2.85
hermes-3-llama-3.1-405b,5,650,1,1.75,3.25,3.25
hermes-3-llama-3.1-405b,5,650,2,3.05,3.05,3.25
hermes-3-llama-3.1-405b,5,650,3,2.85,2.85,2.85
llada2.1-flash,5,650,1,2.15,1.75,2.85
llada2.1-flash,5,650,2,1.75,1.75,2.5
llada2.1-flash,5,650,3,2.5,2.5,2.5
llama-3.3-70b-instruct,5,650,1,2.3,2.3,2.85
llama-3.3-70b-instruct,5,650,2,1.75,2.7,3.25
llama-3.3-70b-instruct,5,650,3,2.85,2.85,2.85
llama4-maverick-17b-128e-moe,5,650,1,2.85,2.85,2.3
llama4-maverick-17b-128e-moe,5,650,2,2.85,2.85,3.25
llama4-maverick-17b-128e-moe,5,650,3,3.25,3.05,3.05
mistral-medium-3.5,5,650,1,1.75,1.75,1.75
mistral-medium-3.5,5,650,2,1.95,2.85,2.3
mistral-medium-3.5,5,650,3,2.3,2.85,2.85
qwen3.5-122b-a10b,5,650,1,2.85,2.85,2.85
qwen3.5-122b-a10b,5,650,2,2.85,3.05,2.85
qwen3.5-122b-a10b,5,650,3,1.75,1.75,1.75
qwen3.5-397b-a17b-moe,5,650,1,2.85,2.85,2.85
qwen3.5-397b-a17b-moe,5,650,2,2.85,2.85,2.85
qwen3.5-397b-a17b-moe,5,650,3,2.85,3.05,2.85
qwen3.5-9b,5,650,1,1.95,2.5,2.3
qwen3.5-9b,5,650,2,2.3,1.75,2.3
qwen3.5-9b,5,650,3,2.85,2.5,2.85
qwen3.6-27b-fp8,5,650,1,2.65,2.85,2.5
qwen3.6-27b-fp8,5,650,2,1.75,1.75,1.75
qwen3.6-27b-fp8,5,650,3,1.75,1.75,1.75
qwen3.6-35b-a3b-q8_0,5,650,1,3.25,3.25,3.25
qwen3.6-35b-a3b-q8_0,5,650,2,3.75,4.2,5.0
qwen3.6-35b-a3b-q8_0,5,650,3,2.85,2.85,2.85
command-a-03-2025,5,651,1,3.25,3.05,3.25
command-a-03-2025,5,651,2,3.25,2.5,2.5
command-a-03-2025,5,651,3,2.85,2.85,2.85
deepseek-v4-flash,5,651,1,2.65,2.85,2.3
deepseek-v4-flash,5,651,2,2.85,2.85,2.85
deepseek-v4-flash,5,651,3,2.85,3.05,2.85
gemma-4-12b-it-q8_0-llamacpp-a6000,5,651,1,2.3,2.65,3.95
gemma-4-12b-it-q8_0-llamacpp-a6000,5,651,2,2.85,2.85,4.2
gemma-4-12b-it-q8_0-llamacpp-a6000,5,651,3,2.85,2.85,4.2
gemma-4-31b-it,5,651,1,3.25,3.25,3.25
gemma-4-31b-it,5,651,2,3.1,3.3,3.1
gemma-4-31b-it,5,651,3,2.85,2.85,2.85
glm-5.1,5,651,1,2.85,2.85,2.85
glm-5.1,5,651,2,3.65,3.65,3.65
glm-5.1,5,651,3,2.65,2.65,2.65
hermes-3-llama-3.1-405b,5,651,1,2.85,2.85,2.85
hermes-3-llama-3.1-405b,5,651,2,2.85,2.85,2.5
hermes-3-llama-3.1-405b,5,651,3,4.55,3.5,3.75
llada2.1-flash,5,651,1,1.75,1.75,2.3
llada2.1-flash,5,651,2,2.0,3.1,3.1
llada2.1-flash,5,651,3,3.1,3.1,3.1
llama-3.3-70b-instruct,5,651,1,3.1,3.1,3.1
llama-3.3-70b-instruct,5,651,2,3.25,2.7,3.25
llama-3.3-70b-instruct,5,651,3,2.0,3.85,3.5
llama4-maverick-17b-128e-moe,5,651,1,3.1,3.1,3.1
llama4-maverick-17b-128e-moe,5,651,2,2.85,2.5,2.5
llama4-maverick-17b-128e-moe,5,651,3,3.25,2.9,3.25
mistral-medium-3.5,5,651,1,2.85,2.85,2.3
mistral-medium-3.5,5,651,2,2.85,2.85,2.85
mistral-medium-3.5,5,651,3,2.3,2.5,2.3
qwen3.5-122b-a10b,5,651,1,3.5,3.9,3.7
qwen3.5-122b-a10b,5,651,2,2.85,2.85,2.85
qwen3.5-122b-a10b,5,651,3,2.85,2.85,2.85
qwen3.5-397b-a17b-moe,5,651,1,3.1,3.1,3.3
qwen3.5-397b-a17b-moe,5,651,2,2.5,2.85,2.85
qwen3.5-397b-a17b-moe,5,651,3,2.85,2.85,2.85
qwen3.5-9b,5,651,1,2.1,2.65,2.85
qwen3.5-9b,5,651,2,2.5,2.15,2.85
qwen3.5-9b,5,651,3,2.3,2.3,2.85
qwen3.6-27b-fp8,5,651,1,2.85,2.85,2.85
qwen3.6-27b-fp8,5,651,2,3.1,3.1,3.1
qwen3.6-27b-fp8,5,651,3,2.85,3.05,2.85
qwen3.6-35b-a3b-q8_0,5,651,1,3.1,3.1,3.1
qwen3.6-35b-a3b-q8_0,5,651,2,3.1,3.1,3.1
qwen3.6-35b-a3b-q8_0,5,651,3,2.85,2.85,2.85
command-a-03-2025,5,652,1,4.55,4.75,5.0
command-a-03-2025,5,652,2,2.85,2.85,2.85
command-a-03-2025,5,652,3,3.1,3.1,3.1
deepseek-v4-flash,5,652,1,2.85,2.85,2.5
deepseek-v4-flash,5,652,2,2.85,2.85,2.85
deepseek-v4-flash,5,652,3,2.85,2.85,2.85
gemma-4-12b-it-q8_0-llamacpp-a6000,5,652,1,2.85,2.85,3.95
gemma-4-12b-it-q8_0-llamacpp-a6000,5,652,2,2.85,2.85,3.75
gemma-4-12b-it-q8_0-llamacpp-a6000,5,652,3,2.85,3.05,4.55
gemma-4-31b-it,5,652,1,2.85,3.05,2.85
gemma-4-31b-it,5,652,2,2.85,2.85,2.85
gemma-4-31b-it,5,652,3,3.1,3.1,3.1
glm-5.1,5,652,1,2.85,2.85,2.85
glm-5.1,5,652,2,1.75,1.75,2.5
glm-5.1,5,652,3,2.65,2.85,2.85
hermes-3-llama-3.1-405b,5,652,1,2.85,2.85,2.85
hermes-3-llama-3.1-405b,5,652,2,2.85,2.85,2.85
hermes-3-llama-3.1-405b,5,652,3,2.85,3.05,2.85
llada2.1-flash,5,652,1,2.85,2.85,2.85
llada2.1-flash,5,652,2,2.85,2.85,2.85
llada2.1-flash,5,652,3,2.85,2.3,2.85
llama-3.3-70b-instruct,5,652,1,4.0,3.75,3.75
llama-3.3-70b-instruct,5,652,2,3.05,2.9,2.9
llama-3.3-70b-instruct,5,652,3,4.0,4.0,4.55
llama4-maverick-17b-128e-moe,5,652,1,2.85,2.85,2.3
llama4-maverick-17b-128e-moe,5,652,2,2.5,2.5,2.5
llama4-maverick-17b-128e-moe,5,652,3,2.85,2.5,2.85
mistral-medium-3.5,5,652,1,2.85,2.85,2.5
mistral-medium-3.5,5,652,2,2.85,1.75,2.85
mistral-medium-3.5,5,652,3,2.85,2.85,2.5
qwen3.5-122b-a10b,5,652,1,2.85,3.05,2.85
qwen3.5-122b-a10b,5,652,2,2.85,2.85,2.5
qwen3.5-122b-a10b,5,652,3,2.85,2.85,2.5
qwen3.5-397b-a17b-moe,5,652,1,2.85,2.85,2.85
qwen3.5-397b-a17b-moe,5,652,2,2.85,3.05,2.85
qwen3.5-397b-a17b-moe,5,652,3,3.1,3.1,3.1
qwen3.5-9b,5,652,1,2.85,2.85,2.85
qwen3.5-9b,5,652,2,1.75,2.85,2.5
qwen3.5-9b,5,652,3,1.75,1.75,2.85
qwen3.6-27b-fp8,5,652,1,2.85,2.85,2.85
qwen3.6-27b-fp8,5,652,2,2.85,2.85,2.85
qwen3.6-27b-fp8,5,652,3,2.85,2.85,2.85
qwen3.6-35b-a3b-q8_0,5,652,1,2.65,2.85,2.85
qwen3.6-35b-a3b-q8_0,5,652,2,2.85,2.85,2.3
qwen3.6-35b-a3b-q8_0,5,652,3,2.0,2.0,2.0
command-a-03-2025,5,653,1,2.85,2.65,2.65
command-a-03-2025,5,653,2,2.65,2.65,2.85
command-a-03-2025,5,653,3,2.65,2.65,2.3
deepseek-v4-flash,5,653,1,2.15,2.15,1.95
deepseek-v4-flash,5,653,2,2.85,2.85,2.3
deepseek-v4-flash,5,653,3,2.15,1.95,1.95
gemma-4-12b-it-q8_0-llamacpp-a6000,5,653,1,2.4,2.4,4.35
gemma-4-12b-it-q8_0-llamacpp-a6000,5,653,2,3.1,3.1,4.75
gemma-4-12b-it-q8_0-llamacpp-a6000,5,653,3,2.4,2.4,3.75
gemma-4-31b-it,5,653,1,3.1,3.1,3.1
gemma-4-31b-it,5,653,2,3.1,3.1,2.55
gemma-4-31b-it,5,653,3,3.5,3.5,3.5
glm-5.1,5,653,1,1.95,2.15,1.95
glm-5.1,5,653,2,1.95,2.15,2.15
glm-5.1,5,653,3,2.65,2.45,2.65
hermes-3-llama-3.1-405b,5,653,1,3.1,3.1,3.1
hermes-3-llama-3.1-405b,5,653,2,2.85,2.5,2.3
hermes-3-llama-3.1-405b,5,653,3,3.1,3.1,3.1
llada2.1-flash,5,653,1,2.3,2.3,2.3
llada2.1-flash,5,653,2,2.3,2.3,2.3
llada2.1-flash,5,653,3,2.1,2.1,2.3
llama-3.3-70b-instruct,5,653,1,2.3,1.75,2.1
llama-3.3-70b-instruct,5,653,2,2.3,2.1,2.3
llama-3.3-70b-instruct,5,653,3,2.5,2.15,2.5
llama4-maverick-17b-128e-moe,5,653,1,2.85,2.3,2.65
llama4-maverick-17b-128e-moe,5,653,2,2.65,2.3,2.3
llama4-maverick-17b-128e-moe,5,653,3,2.3,2.3,2.3
mistral-medium-3.5,5,653,1,2.15,2.15,1.95
mistral-medium-3.5,5,653,2,1.95,1.95,2.15
mistral-medium-3.5,5,653,3,1.95,1.95,1.95
qwen3.5-122b-a10b,5,653,1,3.1,3.1,3.1
qwen3.5-122b-a10b,5,653,2,2.85,2.85,2.85
qwen3.5-122b-a10b,5,653,3,1.95,1.95,1.95
qwen3.5-397b-a17b-moe,5,653,1,2.85,2.65,2.85
qwen3.5-397b-a17b-moe,5,653,2,2.65,2.45,2.65
qwen3.5-397b-a17b-moe,5,653,3,1.95,1.95,2.15
qwen3.5-9b,5,653,1,2.2,2.4,2.2
qwen3.5-9b,5,653,2,1.75,1.75,1.95
qwen3.5-9b,5,653,3,2.1,2.1,2.3
qwen3.6-27b-fp8,5,653,1,2.4,2.4,2.4
